bcell_id	h_age	new_h_age
1498181	60-90 days old	60-90 days
1499751	25-week-old	25 weeks
1339082	Adults	adult
1467259	7 weeks old	7 weeks
1478618	6 weeks old	6 weeks
1475228	3 weeks old	3 weeks
1485472	3-4 weeks old	3-4 weeks
1484414	> 6 months	>6 months
1484677	6-10 weeks old	6-10 weeks
1484650	6-10 weeks old	6-10 weeks
1484653	6-10 weeks old	6-10 weeks
1487049	8 to 10 weeks	8-10 weeks
1491194	3.5 month	3.5 months
1487816	8 to 10 weeks	8-10 weeks
1484635	6-10 weeks old	6-10 weeks
1484656	6-10 weeks old	6-10 weeks
1484659	6-10 weeks old	6-10 weeks
1484662	6-10 weeks old	6-10 weeks
1484665	6-10 weeks old	6-10 weeks
1484668	6-10 weeks old	6-10 weeks
1484671	6-10 weeks old	6-10 weeks
1484674	6-10 weeks old	6-10 weeks
1484638	6-10 weeks old	6-10 weeks
1484641	6-10 weeks old	6-10 weeks
1484644	6-10 weeks old	6-10 weeks
1484647	6-10 weeks old	6-10 weeks
1489059	6 - 9 months	6-9 months
1489060	6 - 9 months	6-9 months
1484097	4-36 month-old	4-36 months
1484098	4-36 month-old	4-36 months
1347189	8-16 week	8-16 weeks
1489061	6 - 9 months	6-9 months
1491193	3.5 month	3.5 months
1485473	3-4 weeks old	3-4 weeks
1484731	6-10 weeks old	6-10 weeks
1489062	6 - 9 months	6-9 months
1489063	6 - 9 months	6-9 months
1489064	6 - 9 months	6-9 months
1489065	6 - 9 months	6-9 months
1484704	6-10 weeks old	6-10 weeks
1484707	6-10 weeks old	6-10 weeks
1484710	6-10 weeks old	6-10 weeks
1484713	6-10 weeks old	6-10 weeks
1484716	6-10 weeks old	6-10 weeks
1484725	6-10 weeks old	6-10 weeks
1484728	6-10 weeks old	6-10 weeks
6279092	18 to 66 years	18-66 years
1480982	Adults	adult
1484634	6-10 weeks old	6-10 weeks
15933	6-8 weeks-old	6-8 weeks
1343145	6-7-week-old	6-7 weeks
1272302	6-8 weeks old	6-8 weeks
1032324	8-9-weeks-old	8-9 weeks
1032325	8-9-weeks-old	8-9 weeks
1352564	6-8 weeks old	6-8 weeks
1378009	6-10 weeks-old	6-10 weeks
1279840	4 to 6 weeks	4-6 weeks
1412785	1-5 years old	1-5 years
1412732	1-5 years old	1-5 years
1412734	1-5 years old	1-5 years
8143	7-weeks-old	7 weeks
1349830	6-8 weeks old	6-8 weeks
1349831	6-8 weeks old	6-8 weeks
1162723	6-8 weeks-old	6-8 weeks
1178713	6-8 weeks-old	6-8 weeks
17705	6 - 8 wo	6-8 weeks
1004332	3 months-old	3 months
1312236	4 to 7 week-old	4-7 weeks
1312252	4 to 7 week-old	4-7 weeks
1412736	1-5 years old	1-5 years
1412737	1-5 years old	1-5 years
1412740	1-5 years old	1-5 years
1412741	1-5 years old	1-5 years
1412742	1-5 years old	1-5 years
1412743	1-5 years old	1-5 years
1412746	1-5 years old	1-5 years
1412748	1-5 years old	1-5 years
1412750	1-5 years old	1-5 years
19395	12-24 month old	12-24 months
19073	12-24 month old	12-24 months
1369313	6 weeks old	6 weeks
1369316	6 weeks old	6 weeks
1369321	6 weeks old	6 weeks
1369323	6 weeks old	6 weeks
8397	8-12 wk	8-12 weeks
1066605	6-8 weeks-old	6-8 weeks
1301880	4 to 7 week-old	4-7 weeks
1352061	6-8 weeks old	6-8 weeks
1412788	1-5 years old	1-5 years
1412789	1-5 years old	1-5 years
1412791	1-5 years old	1-5 years
1412793	1-5 years old	1-5 years
17460	7-9 wks	7-9 weeks
17405	7-9 wks	7-9 weeks
1246085	6-8 weeks-old	6-8 weeks
19063	12-24 month old	12-24 months
1369324	6 weeks old	6 weeks
1369325	6 weeks old	6 weeks
1412699	1-5 years old	1-5 years
1351710	6-8 weeks old	6-8 weeks
1369360	8-10 weeks old	8-10 weeks
1369587	8-10 weeks old	8-10 weeks
1378041	6-10 weeks-old	6-10 weeks
1349840	6-8 weeks old	6-8 weeks
1312061	4 to 7 week-old	4-7 weeks
1412764	1-5 years old	1-5 years
1412758	1-5 years old	1-5 years
1412762	1-5 years old	1-5 years
1412763	1-5 years old	1-5 years
15402	8-12 weeks-old	8-12 weeks
15447	8-12 weeks-old	8-12 weeks
1268162	6-10 week	6-10 weeks
6415	6 months old	6 months
1349721	6-8 weeks old	6-8 weeks
1350641	6-8 weeks old	6-8 weeks
1300548	4 to 7 week-old	4-7 weeks
1412766	1-5 years old	1-5 years
1412768	1-5 years old	1-5 years
1412771	1-5 years old	1-5 years
1412772	1-5 years old	1-5 years
1412774	1-5 years old	1-5 years
1412775	1-5 years old	1-5 years
1412779	1-5 years old	1-5 years
1412781	1-5 years old	1-5 years
1412783	1-5 years old	1-5 years
1349686	6-8 weeks old	6-8 weeks
1350037	6-8 weeks old	6-8 weeks
12577025	21 day old	21 days
1343251	6-7-week-old	6-7 weeks
1343256	6-7-week-old	6-7 weeks
1343280	6-7-week-old	6-7 weeks
1343368	6-7-week-old	6-7 weeks
1350407	4 to 6 week-old	4-6 weeks
1312113	4 to 7 week-old	4-7 weeks
1312182	4 to 7 week-old	4-7 weeks
1312209	4 to 7 week-old	4-7 weeks
1312155	4 to 7 week-old	4-7 weeks
1302005	4 to 7 week-old	4-7 weeks
19108	12-24 month old	12-24 months
19133	12-24 month old	12-24 months
19159	12-24 month old	12-24 months
1342052	8 to 12-week-old	8-12 weeks
22159	6 weeks-old	6 weeks
1312122	4 to 7 week-old	4-7 weeks
1369529	8-10 weeks old	8-10 weeks
19308	12-24 month old	12-24 months
1369329	6 weeks old	6 weeks
1003473	3-4 months-old	3-4 months
1003484	3-4 months-old	3-4 months
1246657	6 weeks-old	6 weeks
1353277	6-8 weeks old	6-8 weeks
8684	8 weeks-old	8 weeks
1412727	1-5 years old	1-5 years
1412728	1-5 years old	1-5 years
1412756	1-5 years old	1-5 years
1412730	1-5 years old	1-5 years
1369334	6 weeks old	6 weeks
1369336	6 weeks old	6 weeks
6408	6 months old	6 months
1343389	6-7-week-old	6-7 weeks
1032329	8-9-weeks-old	8-9 weeks
1412704	1-5 years old	1-5 years
1356750	6-10 weeks-old	6-10 weeks
1301469	4 to 7 week-old	4-7 weeks
1352040	6-8 weeks old	6-8 weeks
1032285	8-9-weeks-old	8-9 weeks
1032293	8-9-weeks-old	8-9 weeks
1032318	8-9-weeks-old	8-9 weeks
1338205	Adults	adult
1341357	Adults	adult
1341360	Adults	adult
1032284	8-9-weeks-old	8-9 weeks
1032303	8-9-weeks-old	8-9 weeks
1312169	4 to 7 week-old	4-7 weeks
19329	12-24 month old	12-24 months
19224	12-24 month old	12-24 months
19338	12-24 month old	12-24 months
19375	12-24 month old	12-24 months
19365	12-24 month old	12-24 months
1004090	3-4 months-old	3-4 months
1347193	8-16 week	8-16 weeks
1412684	1-5 years old	1-5 years
1412694	1-5 years old	1-5 years
8701	8 weeks-old	8 weeks
8702	8 weeks-old	8 weeks
8689	8 weeks-old	8 weeks
1245813	8 weeks-old	8 weeks
1369338	6 weeks old	6 weeks
1301843	4 to 7 week-old	4-7 weeks
1267965	4-10 weeks old	4-10 weeks
8683	8 weeks-old	8 weeks
1315411	35 years-old	35 years
19219	12-24 month old	12-24 months
17472	7-9 wks	7-9 weeks
17515	7-9 wks	7-9 weeks
12577026	21 day old	21 days
16656	6-8 wk	6-8 weeks
1953599	29 years old	29 years
1953600	29 years old	29 years
22152	6 weeks-old	6 weeks
1275813	6-7 wks	6-7 weeks
1300984	4 to 7 week-old	4-7 weeks
1301750	4 to 7 week-old	4-7 weeks
1315571	6-8 weeks old	6-8 weeks
1301609	4 to 7 week-old	4-7 weeks
1301611	4 to 7 week-old	4-7 weeks
1301613	4 to 7 week-old	4-7 weeks
1301615	4 to 7 week-old	4-7 weeks
1341822	6-8 week-old	6-8 weeks
1341836	6- week-old	6 weeks
1411825	6-8 weeks old	6-8 weeks
17348	7-9 wks	7-9 weeks
1349823	6-8 weeks old	6-8 weeks
1349825	6-8 weeks old	6-8 weeks
1349828	6-8 weeks old	6-8 weeks
1349658	6-8 weeks old	6-8 weeks
1349802	6-8 weeks old	6-8 weeks
1953601	7 to 77 years	7-77 years
1954136	35.5 +/- 12.8 years	35.5 ± 12.8 years
1953603	26–71 years	26-71 years
1003708	6-8 weeks-old	6-8 weeks
1300578	4 to 7 week-old	4-7 weeks
1411834	6-8 weeks old	6-8 weeks
1411837	6-8 weeks old	6-8 weeks
1411840	6-8 weeks old	6-8 weeks
1411843	6-8 weeks old	6-8 weeks
1411850	6-8 weeks old	6-8 weeks
1411864	6-8 weeks old	6-8 weeks
1411867	6-8 weeks old	6-8 weeks
1412053	6-8 weeks old	6-8 weeks
17431	7-9 wks	7-9 weeks
17438	7-9 wks	7-9 weeks
17553	7-9 wks	7-9 weeks
17559	7-9 wks	7-9 weeks
16018	7-9 wks	7-9 weeks
17573	7-9 wks	7-9 weeks
1979305	38 to 50 years	38-50 years
15941	6-8 weeks-old	6-8 weeks
2104183	5 to 7 weeks	5-7 weeks
1275116	5-10 weeks old	5-10 weeks
1411853	6-8 weeks old	6-8 weeks
1411855	6-8 weeks old	6-8 weeks
1412751	1-5 years old	1-5 years
1412755	1-5 years old	1-5 years
1412757	1-5 years old	1-5 years
17385	7-9 wks	7-9 weeks
17467	7-9 wks	7-9 weeks
17445	7-9 wks	7-9 weeks
17507	7-9 wks	7-9 weeks
1349814	6-8 weeks old	6-8 weeks
1979306	38 to 50 years	38-50 years
1339099	Adults	adult
1032351	8-9-weeks-old	8-9 weeks
4247	8-10 wo	8-10 weeks
4254	8-10 wo	8-10 weeks
1336602	Adults	adult
1341968	8 to 12 weeks	8-12 weeks
1335529	Adults	adult
1335532	Adults	adult
8697	8 weeks-old	8 weeks
1372317	4 to 70 years old	4-70 years
1372323	4 to 70 years old	4-70 years
1300482	4 to 7 week-old	4-7 weeks
1312078	4 to 7 week-old	4-7 weeks
1369554	8-10 weeks old	8-10 weeks
8693	8 weeks-old	8 weeks
8699	8 weeks-old	8 weeks
15418	8-12 weeks-old	8-12 weeks
1372334	4 to 70 years old	4-70 years
1372339	8 weeks old	8 weeks
1372341	8 weeks old	8 weeks
1300647	4 to 7 week-old	4-7 weeks
1300829	4 to 7 week-old	4-7 weeks
1352119	6-8 weeks old	6-8 weeks
1338760	8 to 12-week-old	8-12 weeks
15422	8-12 weeks-old	8-12 weeks
15428	8-12 weeks-old	8-12 weeks
15429	8-12 weeks-old	8-12 weeks
15430	8-12 weeks-old	8-12 weeks
15434	8-12 weeks-old	8-12 weeks
1372354	8 weeks old	8 weeks
1301645	4 to 7 week-old	4-7 weeks
1301646	4 to 7 week-old	4-7 weeks
1353282	6-8 weeks old	6-8 weeks
1335808	18 to 50 years	18-50 years
1463916	2-week old	2 weeks
1361476	42 years old	42 years
1312088	4 to 7 week-old	4-7 weeks
1300484	4 to 7 week-old	4-7 weeks
1335969	8-week old	8 weeks
1335788	8-week old	8 weeks
1301238	4 to 7 week-old	4-7 weeks
1353053	6-8 weeks old	6-8 weeks
1864050	8 to 10 weeks	8-10 weeks
1864092	8 to 10 weeks	8-10 weeks
1335421	5-7 months old	5-7 months
1335961	8-week old	8 weeks
1312094	4 to 7 week-old	4-7 weeks
1300561	4 to 7 week-old	4-7 weeks
1300566	4 to 7 week-old	4-7 weeks
1281839	65 and 74 years old	65 and 74 years
1348943	8-12 weeks old	8-12 weeks
1349089	6-8 weeks old	6-8 weeks
1301315	4 to 7 week-old	4-7 weeks
1339090	Adults	adult
1341835	Adults	adult
1341823	Adults	adult
1338903	7-9 weeks old	7-9 weeks
1342439	Adults	adult
1409014	6 month	6 months
1409019	6 month	6 months
1376905	6 weeks old	6 weeks
1376978	6 weeks old	6 weeks
1462960	5-weeks-old	5 weeks
1335792	8-week old	8 weeks
1341977	Adults	adult
1313921	3 months-old	3 months
1349068	6-8 weeks old	6-8 weeks
5036740	6-8 weeks old	6-8 weeks
1342422	Adults	adult
1342430	Adults	adult
1342431	Adults	adult
1342432	Adults	adult
1342436	Adults	adult
4176	8-10 wo	8-10 weeks
4183	8-10 wo	8-10 weeks
4222	8-10 wo	8-10 weeks
1300768	4 to 7 week-old	4-7 weeks
1326953	6-8 weeks-old	6-8 weeks
1335790	8-week old	8 weeks
1335784	8-week old	8 weeks
1300515	4 to 7 week-old	4-7 weeks
1347168	8-16 week	8-16 weeks
1349162	Adult	adult
1354058	4 years old	4 years
1341345	Adult	adult
1412754	1-5 years old	1-5 years
1349094	6-8 weeks old	6-8 weeks
1349776	6-8 weeks old	6-8 weeks
1275126	5-10 weeks old	5-10 weeks
14176	6-8 weeks-old	6-8 weeks
1347188	8-16 week	8-16 weeks
1338331	1-84 years old	1-84 years
1412760	1-5 years old	1-5 years
1412770	1-5 years old	1-5 years
1412810	1-5 years old	1-5 years
4228	8-10 wo	8-10 weeks
2103696	4 to 6 years	4-6 years
1338308	1-84 years old	1-84 years
1349112	6-8 weeks old	6-8 weeks
1317813	8-week old	8 weeks
1335936	8-week old	8 weeks
2445176	8 to 10 weeks	8-10 weeks
1301708	4 to 7 week-old	4-7 weeks
1349617	3 month old	3 months
1339071	Adults	adult
1340903	6-8 weeks old	6-8 weeks
1338188	Adults	adult
1339083	Adults	adult
1342438	Adults	adult
1338324	1-84 years old	1-84 years
1332541	19-27 years old	19-27 years
1338267	1-84 years old	1-84 years
1338272	1-84 years old	1-84 years
5036741	6-8 weeks old	6-8 weeks
1342339	6-8 weeks old	6-8 weeks
1349166	Adult	adult
1301435	4 to 7 week-old	4-7 weeks
1335517	Adults	adult
1338284	1-84 years old	1-84 years
1338293	1-84 years old	1-84 years
5036742	6-8 weeks old	6-8 weeks
1409038	6 month	6 months
1273023	6-week-old	6 weeks
1347106	One week	1 week
1347332	One week	1 week
1300712	4 to 7 week-old	4-7 weeks
8696	8 weeks-old	8 weeks
1316293	8 weeks-old	8 weeks
1463940	2-week old	2 weeks
1301436	4 to 7 week-old	4-7 weeks
1301748	4 to 7 week-old	4-7 weeks
1335946	8-week old	8 weeks
1335956	8-week old	8 weeks
1338302	1-84 years old	1-84 years
1332566	2-65 years-old	2-65 years
1332574	2-65 years-old	2-65 years
1340907	6-36-month-old	6-36 months
1372302	4 to 70 years old	4-70 years
1372307	4 to 70 years old	4-70 years
1275604	8-10 weeks-old	8-10 weeks
1973851	18 to 73 years	18-73 years
22146	6 weeks-old	6 weeks
15396	8-12 weeks-old	8-12 weeks
1270835	5-6 weeks-old	5-6 weeks
1412170	6-8 weeks old	6-8 weeks
5724	2-3 month old	2-3 months
5725	2-3 month old	2-3 months
1347077	One week	1 week
1412824	1-5 years old	1-5 years
1412829	1-5 years old	1-5 years
1376922	6 weeks old	6 weeks
1376948	6 weeks old	6 weeks
19406	12-24 month old	12-24 months
15442	8-12 weeks-old	8-12 weeks
15445	8-12 weeks-old	8-12 weeks
15446	8-12 weeks-old	8-12 weeks
1411708	6-8 weeks old	6-8 weeks
1409533	6 weeks old	6 weeks
17535	7-9 wks	7-9 weeks
17499	7-9 wks	7-9 weeks
19381	12-24 month old	12-24 months
1419387	6-8 weeks old	6-8 weeks
1412237	6-8 weeks old	6-8 weeks
1412242	6-8 weeks old	6-8 weeks
1409538	6 weeks old	6 weeks
1409540	8 weeks old	8 weeks
1409537	8 weeks old	8 weeks
19179	12-24 month old	12-24 months
1855256	3 to 5 months	3-5 months
17502	7-9 wks	7-9 weeks
1411619	6-8 weeks old	6-8 weeks
1408944	6 month	6 months
1408949	6 month	6 months
1408976	6 month	6 months
1378540	7 weeks old	7 weeks
1378730	7 weeks old	7 weeks
1326525	5-6 weeks-old	5-6 weeks
1326531	5-6 weeks-old	5-6 weeks
1411678	6-8 weeks old	6-8 weeks
1412119	6-8 weeks old	6-8 weeks
1382268	6-8 weeks old	6-8 weeks
1412044	6-8 weeks old	6-8 weeks
17447	7-9 wks	7-9 weeks
17448	7-9 wks	7-9 weeks
17503	7-9 wks	7-9 weeks
17504	7-9 wks	7-9 weeks
1342446	Adults	adult
4127	8-10 wo	8-10 weeks
4134	8-10 wo	8-10 weeks
4138	8-10 wo	8-10 weeks
4145	8-10 wo	8-10 weeks
1412843	1-5 years old	1-5 years
1412847	1-5 years old	1-5 years
1412792	1-5 years old	1-5 years
19068	12-24 month old	12-24 months
1412321	1.5-7years	1.5-7 years
1411987	6-8 weeks old	6-8 weeks
1412008	6-8 weeks old	6-8 weeks
1412023	6-8 weeks old	6-8 weeks
17511	7-9 wks	7-9 weeks
17512	7-9 wks	7-9 weeks
1466078	Adult	adult
19386	12-24 month old	12-24 months
3058848	6 to 8 weeks	6-8 weeks
1475208	3 weeks old	3 weeks
3058847	6 to 8 weeks	6-8 weeks
1475158	3 weeks old	3 weeks
1475165	3 weeks old	3 weeks
1475170	3 weeks old	3 weeks
17461	7-9 wks	7-9 weeks
17462	7-9 wks	7-9 weeks
1463924	2-week old	2 weeks
1408955	6 month	6 months
1408986	6 month	6 months
1408993	6 month	6 months
1408999	6 month	6 months
1336016	Adults	adult
1408929	6 month	6 months
1383698	4-week old	4 weeks
15404	8-12 weeks-old	8-12 weeks
19129	12-24 month old	12-24 months
1475182	3 weeks old	3 weeks
1411897	6-8 weeks old	6-8 weeks
1383653	4-week old	4 weeks
17457	7-9 wks	7-9 weeks
17478	7-9 wks	7-9 weeks
1412105	6-8 weeks old	6-8 weeks
1412116	6-8 weeks old	6-8 weeks
1379003	18-19 years-old	18-19 years
17517	7-9 wks	7-9 weeks
17423	7-9 wks	7-9 weeks
17427	7-9 wks	7-9 weeks
17429	7-9 wks	7-9 weeks
17442	7-9 wks	7-9 weeks
1376726	6 weeks old	6 weeks
1377148	6 weeks old	6 weeks
1352141	2-month-old	2 months
1347617	6 weeks-old	6 weeks
19138	12-24 month old	12-24 months
1419373	6-8 weeks old	6-8 weeks
1463007	Adult	adult
1463008	Adult	adult
1463009	Adult	adult
17521	7-9 wks	7-9 weeks
17489	7-9 wks	7-9 weeks
17529	7-9 wks	7-9 weeks
17530	7-9 wks	7-9 weeks
17542	7-9 wks	7-9 weeks
1372345	8 weeks old	8 weeks
1376666	6-8 weeks old	6-8 weeks
1349180	8-12 weeks old	8-12 weeks
1339461	6-8 weeks old	6-8 weeks
1372372	8 weeks old	8 weeks
4107	8-10 wo	8-10 weeks
1412056	6-8 weeks old	6-8 weeks
1412155	6-8 weeks old	6-8 weeks
17458	7-9 wks	7-9 weeks
17459	7-9 wks	7-9 weeks
1372325	4 to 70 years old	4-70 years
1372333	4 to 70 years old	4-70 years
1372343	8 weeks old	8 weeks
1411744	6-8 weeks old	6-8 weeks
1411756	6-8 weeks old	6-8 weeks
1411780	6-8 weeks old	6-8 weeks
1411792	6-8 weeks old	6-8 weeks
1349778	6-8 weeks old	6-8 weeks
1349779	6-8 weeks old	6-8 weeks
1349810	6-8 weeks old	6-8 weeks
5521	6 - 8 mo	6-8 months
17468	7-9 wks	7-9 weeks
17470	7-9 wks	7-9 weeks
17473	7-9 wks	7-9 weeks
17475	7-9 wks	7-9 weeks
17477	7-9 wks	7-9 weeks
17479	7-9 wks	7-9 weeks
17480	7-9 wks	7-9 weeks
17481	7-9 wks	7-9 weeks
1411861	6-8 weeks old	6-8 weeks
1377418	6 weeks old	6 weeks
11750	8 wo	8 weeks
1419377	6-8 weeks old	6-8 weeks
1349812	6-8 weeks old	6-8 weeks
1411927	6-8 weeks old	6-8 weeks
1411945	6-8 weeks old	6-8 weeks
2445177	8 to 10 weeks	8-10 weeks
2445178	8 to 10 weeks	8-10 weeks
2445179	8 to 10 weeks	8-10 weeks
2445180	8 to 10 weeks	8-10 weeks
17491	7-9 wks	7-9 weeks
17492	7-9 wks	7-9 weeks
1412363	6-8 weeks old	6-8 weeks
1411876	6-8 weeks old	6-8 weeks
1475086	3 weeks old	3 weeks
1475087	3 weeks old	3 weeks
1475089	3 weeks old	3 weeks
1475091	3 weeks old	3 weeks
1475124	3 weeks old	3 weeks
19391	12-24 month old	12-24 months
10841	5 wk	5 weeks
10853	5 wk	5 weeks
17436	7-9 wks	7-9 weeks
17437	7-9 wks	7-9 weeks
19078	12-24 month old	12-24 months
19079	12-24 month old	12-24 months
1377423	6 weeks old	6 weeks
1372366	8 weeks old	8 weeks
1372368	8 weeks old	8 weeks
15448	8-12 weeks-old	8-12 weeks
15417	8-12 weeks-old	8-12 weeks
17538	7-9 wks	7-9 weeks
17540	7-9 wks	7-9 weeks
17541	7-9 wks	7-9 weeks
11751	8 wo	8 weeks
11753	8 wo	8 weeks
15439	8-12 weeks-old	8-12 weeks
1479892	4-6 weeks old	4-6 weeks
1475214	3 weeks old	3 weeks
1475236	3 weeks old	3 weeks
1475029	3 weeks old	3 weeks
19400	12-24 month old	12-24 months
1465405	40-day-old	40 days
1463004	Adult	adult
17420	7-9 wks	7-9 weeks
17433	7-9 wks	7-9 weeks
1412721	1-5 years old	1-5 years
1412726	1-5 years old	1-5 years
1412738	1-5 years old	1-5 years
1412744	1-5 years old	1-5 years
1356034	10-12 weeks old	10-12 weeks
1376499	4-6 weeks old	4-6 weeks
18097	12-24 month old	12-24 months
1383671	4-week old	4 weeks
1383674	4-week old	4 weeks
17449	7-9 wks	7-9 weeks
17493	7-9 wks	7-9 weeks
17496	7-9 wks	7-9 weeks
17497	7-9 wks	7-9 weeks
17439	7-9 wks	7-9 weeks
1349229	6-7 weeks-old	6-7 weeks
16735	6 wk	6 weeks
15395	8-12 weeks-old	8-12 weeks
1466116	Adult	adult
17361	7-9 wks	7-9 weeks
19349	12-24 month old	12-24 months
19366	12-24 month old	12-24 months
5510	6 - 8 mo	6-8 months
19036	12-24 month old	12-24 months
19037	12-24 month old	12-24 months
19318	12-24 month old	12-24 months
19319	12-24 month old	12-24 months
6409	6 months old	6 months
6411	6 months old	6 months
6412	6 months old	6 months
6388	6 months old	6 months
6395	6 months old	6 months
1245810	8 weeks-old	8 weeks
17550	7-9 wks	7-9 weeks
1032320	8-9-weeks-old	8-9 weeks
1032321	8-9-weeks-old	8-9 weeks
1032350	8-9-weeks-old	8-9 weeks
1032346	8-9-weeks-old	8-9 weeks
19104	12-24 month old	12-24 months
17510	7-9 wks	7-9 weeks
5514	6 - 8 mo	6-8 months
5515	6 - 8 mo	6-8 months
5517	6 - 8 mo	6-8 months
5519	6 - 8 mo	6-8 months
5520	6 - 8 mo	6-8 months
19032	12-24 month old	12-24 months
1325703	8 weeks old	8 weeks
1325706	8 weeks old	8 weeks
1474342	6-7 weeks-old	6-7 weeks
17387	7-9 wks	7-9 weeks
17397	7-9 wks	7-9 weeks
6413	6 months old	6 months
1474352	6-7 weeks-old	6-7 weeks
17580	7-9 wks	7-9 weeks
17583	7-9 wks	7-9 weeks
17586	7-9 wks	7-9 weeks
17484	7-9 wks	7-9 weeks
6397	6 months old	6 months
6400	6 months old	6 months
6416	6 months old	6 months
1325665	8 weeks old	8 weeks
1325671	8 weeks old	8 weeks
17555	7-9 wks	7-9 weeks
17587	7-9 wks	7-9 weeks
19360	12-24 month old	12-24 months
19361	12-24 month old	12-24 months
19113	12-24 month old	12-24 months
1032291	8-9-weeks-old	8-9 weeks
17486	7-9 wks	7-9 weeks
17487	7-9 wks	7-9 weeks
19233	12-24 month old	12-24 months
16230	6 weeks old	6 weeks
17551	7-9 wks	7-9 weeks
17359	7-9 wks	7-9 weeks
1032347	8-9-weeks-old	8-9 weeks
1032292	8-9-weeks-old	8-9 weeks
1032308	8-9-weeks-old	8-9 weeks
19188	12-24 month old	12-24 months
19189	12-24 month old	12-24 months
1864535	8 to 10 weeks	8-10 weeks
