index	unknown_word	pdb_plausible?	context	occurrences	category	replace_with	remove	invalidate	allow
4848	spira	N	'materials and methods spira et al (2000)'	1					
4849	confirmed	N	'materials and methods, author confirmed sequence'	1					
4850	antibodies	N	'materials and methods: antibodies and flow cytometry analysis'	1					
4851	flow	N	'materials and methods: antibodies and flow cytometry analysis'	1					
4852	analysis	N	'materials and methods: antibodies and flow cytometry analysis'	1					
4853	cytometry	N	'materials and methods: antibodies and flow cytometry analysis'	1					
4854	immunizations	N	'materials and methods: tumors and immunizations'	1					
4855	tumors	N	'materials and methods: tumors and immunizations'	1					
4856	matrials	N	'matrials and methods (page 1885)'	1					
4857	matsuda	N	'matsuda e-mail response', 'matsuda et al (1999)'	2					
4858	response	N	'matsuda e-mail response'	1					
4859	mccarthy	N	'mccarthy et al j virol 1993'	1					
4860	methids	N	'methids'	1					
4861	details	N	'method details', 'method details and table s1', 'methods details'	3					
4862	methodology	N	'methodology'	1					
4863	patients	N	'methods and patients', 'patients and methods', 'patients and methods and figure 1', 'patients and methods section', 'patients, materials and methods', 'patients, materials, and methods'	6					
4865	subjects	N	'methods and subjects', 'subjects and mehtods section', 'subjects and methods', 'subjects, materials and methods', 'subjects, materials, and methods'	5					
4866	m1	N	'methods supplement m1', 'methods supplementary m1'	1					
4867	p257	N	'methods text p257'	1					
4868	p740	N	'methods text p740'	1					
4869	lines	N	'methods: cell lines'	1					
4870	cell	N	'methods: cell lines', 'tnf-a b cell epitope', 'neurath et al. cell 1986;46:429'	3					
4871	synthetic	N	'methods: synthetic peptides'	1					
4872	peptides	N	'methods: synthetic peptides', 'proteins and peptides'	2					
4873	methodsa	N	'methodsa text page 8'	1					
4874	exp	N	'milich et al j exp med 1986. 164: 532', 'milich et al, j exp med 1986 164:532', 'r kammerer clin exp allergy 1997', 'weiss et. al. j. exp. med. (1990)', 'clin exp immunol 1995;102:53-57', 'clin exp immunol 1996;105:231-237', 'j exp med 1989;170:383', 'j exp med; 179:1297-1305', 'penna et al, j exp med 1991;174:1565-70'	12					
4875	med	N	'milich et al j exp med 1986. 164: 532', 'milich et al, j exp med 1986 164:532', 'weiss et. al. j. exp. med. (1990)', 'j exp med 1989;170:383', 'j exp med; 179:1297-1305', 'penna et al, j exp med 1991;174:1565-70', 'terajima et al. j exp med 2003;197:927 [pmid: 12668642]', 'tscharke et al. j exp med 2005;201:95 [pmid: 15623576]'	9					
4876	med1986	N	'milich et al, jexp med1986, 164:532'	1					
4877	jexp	N	'milich et al, jexp med1986, 164:532'	1					
4878	mine	N	'mine et al bbrc 2002'	1					
4879	bbrc	N	'mine et al bbrc 2002'	1					
4880	clin	N	'mitchell et al. (1992) j clin microbio 30:1843', 'r kammerer clin exp allergy 1997', 'clin exp immunol 1995;102:53-57', 'clin exp immunol 1996;105:231-237', 'dhillon et al. (1992) j allergy clin immunol 90; 42-51. [pmid: 1378459]'	5					
4881	mitchell	N	'mitchell et al. (1992) j clin microbio 30:1843'	1					
4882	microbio	N	'mitchell et al. (1992) j clin microbio 30:1843'	1					
4883	science	N	'mougneau et al science 268, 563-566', 'neurath et al science (1984)', 'etlingr et al. science 1990;249:423-25', 'watson et al. science 1982;218:318'	4					
4884	mougneau	N	'mougneau et al science 268, 563-566'	1					
4885	mym	N	'mym'	1					
4886	b27	N	'natural ligands of b27 figure'	1					
4887	ligands	N	'natural ligands of b27 figure'	1					
4888	natural	N	'natural ligands of b27 figure'	1					
4889	assay	N	'neuer assay'	1					
4890	neuer	N	'neuer assay'	1					
4891	neurath	N	'neurath et al (1986)', 'neurath et al nature (1985)', 'neurath et al science (1984)', 'neurath, et al., proc nat acad sci. 79, 7871-7875, 1982', 'neurath et al. cell 1986;46:429'	5					
4892	nat	N	'neurath, et al., proc nat acad sci. 79, 7871-7875, 1982', 'moutaftsi et al. nat biotechnol 2006;24:817 [pmid:16767078]'	2					
4893	nisbet	N	'nisbet at al 1981 pmid: 7016535'	1					
4894	none	N	'none'	1					
4895	now	N	'now'	1					
4896	nsp12	N	'nsp12 4046', 'nsp12 4051', 'nsp12 4056', 'nsp12 4061', 'nsp12 4066', 'nsp12 4071', 'nsp12 4076', 'nsp12 4081', 'nsp12 4086', 'nsp12 4091', 'nsp12 4096', 'nsp12 4101', 'nsp12 4106', 'nsp12 4111', 'nsp12 4116', 'nsp12 4121', 'nsp12 4126', 'nsp12 4131', 'nsp12 4136', 'nsp12 4141', 'nsp12 4146', 'nsp12 4151'	251					
4897	nsp2	N	'nsp2 126', 'nsp2 251', 'nsp2 256', 'nsp2 261', 'nsp2 266', 'nsp2 271', 'nsp2 276', 'nsp2 281', 'nsp2 286', 'nsp2 291', 'nsp2 296', 'nsp2 301', 'nsp2 306', 'nsp2 311', 'nsp2 316', 'nsp2 321', 'nsp2 326', 'nsp2 331', 'nsp2 336', 'nsp2 341', 'nsp2 346', 'nsp2 351', 'nsp2 356', 'nsp2 361', 'nsp2 366', 'nsp2 371'	122					
4898	nsp3_1	N	'nsp3_1 1001', 'nsp3_1 1006', 'nsp3_1 1011', 'nsp3_1 1016', 'nsp3_1 1021', 'nsp3_1 1026', 'nsp3_1 1031', 'nsp3_1 1036', 'nsp3_1 1041', 'nsp3_1 1046', 'nsp3_1 1051', 'nsp3_1 1056', 'nsp3_1 1061', 'nsp3_1 1066', 'nsp3_1 1071', 'nsp3_1 1076', 'nsp3_1 1081', 'nsp3_1 1086', 'nsp3_1 1091', 'nsp3_1 1096', 'nsp3_1 1101'	189					
4899	nsp3_2	N	'nsp3_2 1756', 'nsp3_2 1771', 'nsp3_2 1801', 'nsp3_2 1806', 'nsp3_2 1811', 'nsp3_2 1816', 'nsp3_2 1821', 'nsp3_2 1826', 'nsp3_2 1831', 'nsp3_2 1836', 'nsp3_2 1841', 'nsp3_2 1846', 'nsp3_2 1851', 'nsp3_2 1856', 'nsp3_2 1861', 'nsp3_2 1866', 'nsp3_2 1871', 'nsp3_2 1876', 'nsp3_2 1881', 'nsp3_2 1886', 'nsp3_2 1891'	192					
4900	null	N	'null'	1					
4901	oftung	N	'oftung et al, j immunol 1990, 144, 1478-1483'	1					
4902	line	N	'on line methods'	1					
4903	repository	N	'online repository'	1					
4904	ono	N	'ono et al (1983)'	1					
4905	other	N	'other reference', 'other reference from study authors'	2					
4906	study	N	'other reference from study authors', 'study design', 'supplemental data-clinical study protocol'	4					
4907	p13285	N	'p13285'	1					
4908	p184	N	'p184'	1					
4909	p190	N	'p190, abstract, table 1'	1					
4910	p30	N	'p30'	1					
4911	contacted	N	'p31952 (contacted author)'	1					
4912	p31952	N	'p31952 (contacted author)'	1					
4913	p453	N	'p453'	1					
4914	p5	N	'p5 table 4'	1					
4915	p7o4y	N	'p7o4y'	1					
4916	farci	N	'page 14200, farci, et al. 1996', 'table 1, farci et al., 1996', 'table 1, table 2, farci et al., 1996'	3					
4917	antigenic	N	'page 2668: antigenic epitopes'	1					
4918	epitopes	N	'page 2668: antigenic epitopes'	1					
4919	participants	N	'participants, materials and methods'	1					
4920	patarroyo	N	'patarroyo et al., nature, 1988'	1					
4921	patent	N	'patent application', 'reference cited and patent application'	2					
4922	application	N	'patent application', 'reference cited and patent application'	2					
4923	patient	N	'patient and methods'	1					
4926	pbf	N	'pbf 5foj and supplementary figure s4'	1					
4929	ngx	N	'pdb 1 ngx'	1					
4937	g7i	N	'pdb 1g7h, g7i, g7j, g7l, and g7m'	1					
4938	g7l	N	'pdb 1g7h, g7i, g7j, g7l, and g7m'	1					
4939	g7m	N	'pdb 1g7h, g7i, g7j, g7l, and g7m'	1					
4941	g7j	N	'pdb 1g7h, g7i, g7j, g7l, and g7m'	1					
4959	ijtr	N	'pdb 1mwa (ijtr),1lek and 1leg'	1					
4970	1r3le	N	'pdb 1r3j, 1r3k, 1r3i, and 1r3le'	1					
4997	2h2pand	N	'pdb 2h2pand 2h2s'	1					
5343	supersedes	N	'pdb 5kqv (supersedes 3w14)', 'supplementary table 1, supplementary figure 2 and pdb 2vdk (supersedes 1ty3)'	2					
5387	supercedes	N	'pdb 5ugy (supercedes 3sm5)'	1					
5462	supplememntary	N	'pdb 6in4 and supplememntary table 2'	1					
5476	6nf5c	N	'pdb 6nf5c'	1					
5489	pv8	N	'pdb 6pv7 and pv8'	1					
5532	d00	N	'pdb 7czr, 7czs, 7 d00 and table s3'	1					
5574	a0q	N	'pdb a0q'	1					
5575	eff	N	'pdb eff'	1					
5576	ew6	N	'pdb ew6'	1					
5577	gjs	N	'pdb gjs, 6gk4 and 6gkd'	1					
5585	pdn	N	'pdn 6n48', 'table 1, figure 2 and pdn 5jq6'	2					
5586	peptide	N	'peptide structure, page 222.'	1					
5587	pg1094	N	'pg1094 fig3a'	1					
5588	fig3a	N	'pg1094 fig3a'	1					
5589	pg407	N	'pg407 table 1'	1					
5590	pg58	N	'pg58 fig1', 'pg58 fig1, pg59 fig2a'	2					
5591	pg59	N	'pg58 fig1, pg59 fig2a', 'pg59 fig3', 'pg59 figure 2b'	4					
5592	fig2a	N	'pg58 fig1, pg59 fig2a'	2					
5593	fig3	N	'pg59 fig3'	1					
5594	pg615	N	'pg615'	1					
5595	corrigendum	N	'pmid: 30349528 corrigendum'	1					
5596	pmid7686212	N	'pmid7686212'	1					
5597	pms1	N	'pms1'	1					
5598	pms16	N	'pms16'	1					
5599	pms17	N	'pms17'	1					
5600	pms18	N	'pms18'	1					
5601	pms19	N	'pms19'	1					
5602	pms21	N	'pms21'	1					
5603	pms22	N	'pms22'	1					
5604	pms5	N	'pms5'	1					
5605	positions	N	'positions provided in figure 2 on author provided accession', 'positions provided in figure 3 on author provided accession'	2					
5606	publication	N	'previous author publication', 'previous publication, pdb 2osl'	2					
5607	previously	N	'previously defined repetitive structure'	1					
5608	repetitive	N	'previously defined repetitive structure'	1					
5609	defined	N	'previously defined repetitive structure'	1					
5610	pxd020614	N	'pride database: pxd020614'	1					
5611	pxd023545	N	'pride database: pxd023545'	1					
5612	principal	N	'principal findings'	1					
5613	proteins	N	'proteins and peptides'	1					
5614	sette	N	'provided by a. sette'	1					
5616	koup	N	'provided by r. koup'	1					
5617	psb	N	'psb 7a25, 7a29', 'table 1, figures 2, 3, supplementary figure 2, supplementary table 1 and psb 4zfz', 'table 1, figure 2, 3, supplementary figure 2, supplementary table 1 and psb 4zfz'	2					
5618	pushko	N	'pushko et al, 1994, virology 202:912'	1					
5619	pxd020818	N	'pxd020818', 'supplementary table s1 and pxd020818'	2					
5620	pxd032855	N	'pxd032855'	1					
5621	kammerer	N	'r kammerer clin exp allergy 1997'	1					
5622	allergy	N	'r kammerer clin exp allergy 1997', 'dhillon et al. (1992) j allergy clin immunol 90; 42-51. [pmid: 1378459]'	2					
5623	micro	N	'rambukkana et al, 1991 fems micro immunol 76, 39'	1					
5624	fems	N	'rambukkana et al, 1991 fems micro immunol 76, 39'	1					
5625	rambukkana	N	'rambukkana et al, 1991 fems micro immunol 76, 39'	1					
5626	reagents	N	'reagents'	1					
5627	rearch	N	'rearch design and methods'	1					
5628	blaney	N	'reference (blaney et al., 1998)'	1					
5629	brett	N	'reference (brett et al., 1986)'	1					
5630	cowman	N	'reference (cowman et al., 1984)'	1					
5631	klein	N	'reference (klein et al., 1998)'	1					
5632	schellekens	N	'reference (schellekens et al., 1994)'	1					
5633	jones	N	'reference cited (jones et al., 2000)'	1					
5635	via	N	'reference via author communication'	1					
5636	canaday	N	'references (canaday et al., 2003)'	1					
5637	notes	N	'references and notes'	1					
5638	renggli	N	'renggli et al., immunol. lett. 1995'	1					
5639	lett	N	'renggli et al., immunol. lett. 1995'	1					
5640	research	N	'research design and methods'	1					
5641	p51	N	'results p51'	1					
5642	e1065369	N	'results page e1065369-3'	1					
5643	texts	N	'results texts in p.1777', 'results texts in p.3094', 'results texts in p.5552', 'results texts in p.5552 and figure 3', 'results texts in page.1777', 'results texts in page.3094', 'results texts in page.5552', 'results texts in page.5552 and figure 3'	4					
5644	paragraph	N	'results, 2nd paragraph, figure 1, figure 2', 'text, page 564, 1st paragraph', 'text, page 567, last paragraph'	3					
5645	2nd	N	'results, 2nd paragraph, figure 1, figure 2'	1					
5646	p192	N	'results, p192'	1					
5647	results/text	N	'results/text'	1					
5648	rhodes	N	'rhodes et al, 1985'	1					
5649	rhyum	N	'rhyum et al (1994)'	1					
5650	richardson	N	'richardson et al. (1986) virology 155:508', 'richardson et al. virol 1986;155:508-523 [pmid: 3788062]'	2					
5651	richman	N	'richman et al 1989'	1					
5652	rsults	N	'rsults page 192'	1					
5653	ruger	N	'ruger et al (1987)'	1					
5658	secondary	N	'secondary reference'	1					
5659	gene	N	'sekizaki et al. (1995). gene 155: 135-6'	1					
5660	sekizaki	N	'sekizaki et al. (1995). gene 155: 135-6'	1					
5661	skgkiypvgyy	N	'skgkiypvgyy'	1					
5662	stable	N	'stable 1', 'stable 3', 'table 3, stable 2', 'table 3, stable 3'	4					
5663	star	N	'star methods', 'star methods key resources table'	2					
5664	journal	N	'stemler et al. 1990 journal of virology 64, 2802-2809', 'embo journal 1988;7:819 - 824'	2					
5665	stemler	N	'stemler et al. 1990 journal of virology 64, 2802-2809'	1					
5666	subject	N	'subject and methods (cited genbank accession number)'	1					
5667	mehtods	N	'subjects and mehtods section'	1					
5668	only	N	'submission only'	1					
5669	summary	N	'summary'	1					
5670	supplament	N	'supplament figure 1'	1					
5671	supplememtary	N	'supplememtary table 1'	1					
5672	st1	N	'supplemenary table st1'	1					
5673	st3	N	'supplemenary table st3'	1					
5674	st4	N	'supplemenary table st4'	1					
5675	supplemenatal	N	'supplemenatal figure 2 and figure 4'	1					
5676	supplemenatry	N	'supplemenatry figure 4', 'supplemenatry figures 1, 2, supplementary tables i and ii', 'table 2, supplemenatry figure 2', 'supplemenatry f1gures 1, 2, supplementary tables 1 and 11', 'supplemenatry figure 1, 2, supplementary table i and ii', 'supplemenatry f1gures 1, 2, supplementary table 1 and 11'	3					
5677	supplemenntary	N	'supplemenntary figure 3', 'supplemenntary figure 4'	2					
5678	supplementaery	N	'supplementaery figure 1'	1					
5679	protocol	N	'supplemental data-clinical study protocol'	1					
5680	procedues	N	'supplemental experimental procedues'	1					
5681	s8b	N	'supplemental fig. s8b', 'supplemental figure. s8b'	1					
5696	supplementarty	N	'supplementarty figure 3'	1					
5697	appedix	N	'supplementary appedix'	1					
5698	11e	N	'supplementary dataset 11d, 11e', 'supplementary dataset 11e'	2					
5699	b2	N	'supplementary fig s2 a2,a3,b2,c2', 'supplementary figure s2 a2,a3,b2,c2'	1					
5700	c2	N	'supplementary fig s2 a2,a3,b2,c2', 'supplementary figure s2 a2,a3,b2,c2'	1					
5727	figures1a	N	'supplementary figures1a, 2, figure 1a,b,d, 2a-e, 3'	1					
5728	sdata	N	'supplementary file sdata'	1					
5729	histograms	N	'supplementary information histograms and pdb 4utb', 'supplementary information table and histograms and pdb 4ut6', 'supplementary information table and histograms and pdb 4ut9', 'supplementary information table and histograms and pdb 4uta'	4					
5730	list	N	'supplementary list 3', 'supplementary list 3, figure 8', 'supplementary list 3, figure 9', 'supplementary list 3, supplementary figure 2'	4					
5731	figure0	N	'supplementary table 1 and figure0'	1					
5732	figure8	N	'supplementary table 1 and figure8'	1					
5733	figure9	N	'supplementary table 1 and figure9'	1					
5757	e5473	N	'supplementary table s1 and text page e5473'	1					
5769	supplementory	N	'supplementory tables 1, 3, figure 2, supplementary figure 4, and pdb 1z3g', 'supplementory table 1, 3, figure 2, supplementary figure 4, and pdb 1z3g'	1					
5770	supplementrary	N	'supplementrary table 7'	1					
5771	supplemetnary	N	'supplemetnary figure 4'	1					
5772	supplemtal	N	'supplemtal data'	1					
5773	supplimentary	N	'supplimentary table 1'	1					
5774	supporing	N	'supporing information table s16', 'supporing information table s2', 'supporing information table s3', 'supporing information table s32', 'supporing information table s4'	5					
5776	suppoting	N	'suppoting information'	1					
5777	p01012	N	'swiss-prot accession p01012'	1					
5778	tab	N	'tab 2'	1					
5779	tabble	N	'tabble 3'	1					
5780	tabel	N	'tabel 1', 'tabel 1 and table s1', 'tabel 2', 'tabel ii', 'tabel ii and figure 4', 'tabel s3', 'tabel 2 and figure 4'	6					
5782	additionla	N	'table 1 and additionla file 3'	1					
5788	r3i	N	'table 1 and pdb 1 r3i'	1					
5789	r3k	N	'table 1 and pdb 1 r3k'	1					
5805	p545	N	'table 1 and text p545'	1					
5806	webfigure	N	'table 1 and webfigure 1', 'webfigure 2'	2					
5807	mathews	N	'table 1 in mathews et al (1991) j virol 65:5141-5148'	1					
5809	p1z	N	'table 1, figures 2 and pdb 1 p1z', 'table 1, figure 2 and pdb 1 p1z'	1					
5851	iyef	N	'table 1, figure 2 and pdb iyef'	1					
5852	iyeg	N	'table 1, figure 2 and pdb iyeg'	1					
5890	supplemenyary	N	'table 1, figure 4, supplemenyary figure 3 and pdb 5dmj'	1					
6049	p9w	N	'table 1, figures 7, 8 and pdb p9w', 'table 1, figure 7, 8 and pdb p9w'	1					
6050	manjula	N	'table 1, manjula et. al, 1984'	1					
6079	isola	N	'table 1. isola et al. 1989. j. virol. 63(5): 2325-2334.'	1					
6080	1/materials	N	'table 1/materials and methods'	1					
6081	1/reference	N	'table 1/reference'	1					
6082	1/text	N	'table 1/text'	1					
6083	supplemntal	N	'table 2 and figure 5 and supplemntal table s6'	1					
6084	af016316	N	'table 2 and gi:2905989 (accession af016316)'	1					
6085	a2y	N	'table 2 and pdb 1 a2y'	1					
6114	supplemnetary	N	'table 2 and supplemnetary figure 1', 'table 2, figure 2 and supplemnetary figure 1'	2					
6132	3bn	N	'table 2, figure 3bn'	1					
6174	molecule	N	'table 2, figures 1, 2, 3, s1, s2, s5 and 2guo (molecule 1)', 'table 2, figures 1, 2, 3, s1, s2, s5 and 2guo (molecule 2)', 'table 2, figures 1, 2, 3, s1, s4, s5 and 2gtz (molecule 1)', 'table 2, figures 1, 2, 3, s1, s4, s5 and 2gtz (molecule 2)', 'table ii, figures 2, 3 and pdb 1eez (molecule 1)', 'table ii, figures 2, 3 and pdb 1eez (molecule 2)'	6					
6233	tex	N	'table 2, tex p 217', 'table 2, tex page 217'	1					
6234	p98	N	'table 2, text p98'	1					
6235	strynadka	N	'table 2. strynadka et al. 1988. j. virol. 62:3474-3483.'	1					
6236	2/author	N	'table 2/author provided identifier'	1					
6237	2/reference	N	'table 2/reference'	1					
6242	and/or	N	'table 3 and/or supplementary data 1'	1					
6274	3ab	N	'table 3ab'	1					
6283	groups	N	'table i (group a), table ii (groups a and c), table iii (group c)', 'table 1 (group a), table 11 (groups a and c), table 111 (group c)', 'table i (group a), table ii (groups a and c), table 3 (group c)', 'table 1 (group a), table 2 (groups a and c), table 21 (group c)', 'table i (group a), table 2 (groups a and c), table 2i (group c)'	1					
6285	eiv	N	'table i figure 3, tables eiii, eiv', 'table i figure 3, table eiii, eiv', 'table 1 f1gure 3, tables e111, e1v', 'table 1 f1gure 3, table e111, e1v'	1					
6286	eiii	N	'table i figure 3, tables eiii, eiv', 'table 1 f1gure 3, table e111, e1v', 'table i figure 3, table eiii, eiv', 'table 1 f1gure 3, tables e111, e1v'	1					
6289	column	N	'table i, column 4', 'table i, column 5', 'table 1, column 4', 'table 1, column 5'	2					
6300	2bn	N	'table i, figure 1, 2, 3 and pdb 2bn', 'table 1, f1gure 1, 2, 3 and pdb 2bn'	1					
6328	figuere	N	'table ii and figuere 2', 'table 2 and figuere 2'	1					
6333	accessions	N	'table ii, accessions provided', 'text, accessions provided', 'table 2, accessions provided'	2					
6359	eey	N	'table ii, figures 2, 3 and pdb eey', 'table ii, figure 2, 3 and pdb eey', 'table 2, figure 2, 3 and pdb eey', 'table 2, figures 2, 3 and pdb eey'	1					
6390	iiii	N	'table iiii', 'tables i, iiii and viii', 'table i, iiii and viii', 'tables 1, 1111 and v111', 'table 1, 1111 and v111'	2					
6391	iil	N	'table iil'	1					
6392	im	N	'table im'	1					
6402	s40	N	'table s1 and fgure s40', 'table s40'	2					
6403	fgures	N	'table s1 and fgures s32-s33', 'table s1 and fgures s34-s35', 'table s1 and fgures s37-s38'	3					
6404	s41	N	'table s1 and figure s41', 'table s41'	2					
6405	s42	N	'table s1 and figure s42', 'table s42'	2					
6406	s43	N	'table s1 and figure s43', 'table s43'	2					
6407	s46	N	'table s1 and figures s44-s46', 'table s46', 'table s1 and figure s44-s46'	2					
6408	s44	N	'table s1 and figures s44-s46', 'table s44', 'table s1 and figure s44-s46'	2					
6409	s47	N	'table s1 and figures s47-s48', 'table s47', 'table s1 and figure s47-s48'	2					
6410	s48	N	'table s1 and figures s47-s48', 'table s48', 'table s1 and figure s47-s48'	2					
6454	fiigures	N	'table s2, fiigures 6, s1, pdb 6pzy'	1					
6469	s45	N	'table s45'	1					
6477	siv	N	'table siv', 'table siv and figure 8', 'table siv and sv', 'tables 2 and siv and figure 8', 'tables 2, siv, and sv and figure 8', 'tables siv and sv and figure 8', 'table 2 and siv and figure 8', 'table 2, siv, and sv and figure 8', 'table siv and sv and figure 8'	6					
6478	sv	N	'table siv and sv', 'table sv', 'table sv and figure 8', 'table sv and figures 8 and 10', 'table sv and figures 8 and 9', 'table sv and figures 8, 9, and 10', 'tables 2 and sv', 'tables 2 and sv and figures 7 and 8', 'tables 2 and sv and figures 7, 8 and 9', 'tables 2 and sv and figures 7, 8, 9, and 10'	14					
6479	t1	N	'table t1'	1					
6480	t2	N	'table t2'	1					
6481	t3	N	'table t3'	1					
6482	t4	N	'table t4'	1					
6483	t5	N	'table t5', 'tables 1 and t5', 'table 1 and t5'	2					
6484	t6	N	'table t6'	1					
6485	t7	N	'table t7'	1					
6495	fig3b	N	'table2,fig3b'	1					
6496	table4	N	'table4 4 and 5', 'table4, table5, table6, table7', 'table4, table5, table6,table7'	3					
6497	table6	N	'table4, table5, table6, table7', 'table4, table5, table6,table7'	2					
6498	table5	N	'table4, table5, table6, table7', 'table4, table5, table6,table7'	2					
6499	table7	N	'table4, table5, table6, table7', 'table4, table5, table6,table7'	2					
6506	through	N	'tables 1 through 4', 'table 1 through 4'	1					
6515	the	N	'tables 1, 2, 3, 4 and the figure', 'tables 1,2, 3, 4 and the figure', 'the table', 'table 1, 2, 3, 4 and the figure', 'table 1,2, 3, 4 and the figure'	3					
6595	nby	N	'tables 1, 2, figures 2, 3, 4, 5 and pdb 1 nby', 'table 1, 2, figures 2, 3, 4, 5 and pdb 1 nby', 'table 1, 2, figure 2, 3, 4, 5 and pdb 1 nby', 'tables 1, 2, figure 2, 3, 4, 5 and pdb 1 nby'	1					
6630	fo4	N	'tables 1, 4, figures 3, 4, 5 and pdb fo4', 'tables 1, 4, figure 3, 4, 5 and pdb fo4', 'table 1, 4, figure 3, 4, 5 and pdb fo4', 'table 1, 4, figures 3, 4, 5 and pdb fo4'	1					
6667	jrh	N	'tables 2, 3, 4 and figures 4, 5, 6, 7, 8, 9, 10 and pdb 1 jrh', 'tables 2, 3, 4 and figure 4, 5, 6, 7, 8, 9, 10 and pdb 1 jrh', 'table 2, 3, 4 and figures 4, 5, 6, 7, 8, 9, 10 and pdb 1 jrh', 'table 2, 3, 4 and figure 4, 5, 6, 7, 8, 9, 10 and pdb 1 jrh'	1					
6709	pag	N	'tables i and ii, text pag 1373', 'table 1 and 11, text pag 1373', 'table i and ii, text pag 1373', 'tables 1 and 11, text pag 1373', 'table 1 and 2, text pag 1373', 'tables i and 2, text pag 1373', 'table i and 2, text pag 1373'	1					
6759	jpk	N	'tables s4, s5, s6, figures s7, s8, s9, s10, s11, s12 and pdb 4 jpk', 'table s4, s5, s6, figure s7, s8, s9, s10, s11, s12 and pdb 4 jpk', 'tables s4, s5, s6, figure s7, s8, s9, s10, s11, s12 and pdb 4 jpk', 'table s4, s5, s6, figures s7, s8, s9, s10, s11, s12 and pdb 4 jpk'	1					
6760	tablse	N	'tablse i, ii, figures 1, 2, 3, 4 and pdb 1mwa', 'tablse 1, 11, f1gures 1, 2, 3, 4 and pdb 1mwa', 'tablse i, ii, figure 1, 2, 3, 4 and pdb 1mwa', 'tablse 1, 2, f1gure 1, 2, 3, 4 and pdb 1mwa', 'tablse 1, 2, f1gures 1, 2, 3, 4 and pdb 1mwa', 'tablse 1, 11, f1gure 1, 2, 3, 4 and pdb 1mwa'	1					
6761	tanle	N	'tanle i', 'tanle 1'	1					
6762	tbls	N	'tbls 1-2, text p. 17, figs 2-3', 'tbls 1-3, text p. 17, figs 1-3', 'tbls 1-2, text page. 17, figs 2-3', 'tbls 1-3, text page. 17, figs 1-3'	2					
6763	10/1/2023	N	'test 10/1/2023'	1					
6764	e881	N	'test p e881', 'test page e881'	1					
6765	bcell	N	'test spliced bcell'	1					
6766	spliced	N	'test spliced bcell'	1					
6767	texat	N	'texat page 161, figures 4 and 5', 'texat page 161, figure 4 and 5'	1					
6768	m194	N	'text p m194', 'text page m194'	1					
6769	info	N	'text p. 1057, supplemental info., fig. 1', 'text p. 1057, supplemental info., figure. 1', 'text page. 1057, supagepagelemental info., fig. 1', 'text page. 1057, supplemental info., figure. 1'	1					
6770	5809fgb	N	'text p. 5809fgb', 'text page. 5809fgb'	1					
6771	doel	N	'text p. 99 and doel et al. (1990) j virol 64:2260', 'text page. 99 and doel et al. (1990) j virol 64:2260'	1					
6772	e2006	N	'text p. e2006 figure 1', 'text page. e2006 figure 1'	1					
6773	r525	N	'text p. r525', 'text p. r525, figure 6', 'text page. r525', 'text page. r525, figure 6'	2					
6774	s506	N	'text p. s506', 'text page. s506'	1					
6775	p10	N	'text p10'	1					
6776	p1390	N	'text p1390'	1					
6777	p146	N	'text p146'	1					
6778	p150	N	'text p150'	1					
6779	p1674	N	'text p1674'	1					
6780	p36	N	'text p36'	1					
6781	p548	N	'text p548'	1					
6782	p549	N	'text p549, figure 4d'	1					
6783	p622	N	'text p622'	1					
6784	p623	N	'text p623'	1					
6785	p985	N	'text p985'	1					
6786	sources	N	'text page 6 and commercial sources'	1					
6787	r42	N	'text page r42'	1					
6788	page100	N	'text page100'	1					
6789	page1233	N	'text page1233-1234'	1					
6790	page133	N	'text page133.'	1					
6791	page263	N	'text page263, figure 1 legend'	1					
6792	page3853	N	'text page3853'	1					
6793	pn	N	'text pn p.425', 'text pagen page.425', 'text pn page.425'	1					
6794	p503	N	'text, p503'	1					
6795	1st	N	'text, page 564, 1st paragraph'	1					
6796	last	N	'text, page 567, last paragraph'	1					
6797	page7241	N	'text, page7241.'	1					
6798	text/abstract	N	'text/abstract'	1					
6799	text/p	N	'text/p. 388'	1					
6800	text/reference	N	'text/reference'	1					
6801	tfigure	N	'tfigure 2 and supplementary table 2'	1					
6802	theisen	N	'theisen et al (2000)', 'theisen et al., vaccine 2001'	2					
6803	thompson	N	'thompson et al 1990 figure 3'	1					
6804	tiollais	N	'tiollais et al 1981'	1					
6805	title	N	'title'	1					
6806	tnf	N	'tnf-a b cell epitope'	1					
6807	transparent	N	'transparent methods'	1					
6808	txt	N	'txt p 17', 'txt page 17'	1					
6809	vendor	N	'vendor provided'	1					
6810	vmaprtlfl	N	'vmaprtlfl'	1					
6811	wang	N	'wang et al. 2004. j. virol. 78:5612-5618.'	1					
6812	weiss	N	'weiss et. al. j. exp. med. (1990)'	1					
6813	welkos	N	'welkos et al (1988) fig 2', 'welkos et al (1988) figure 2'	1					
6814	well	N	'well-characterized epitope'	1					
6815	characterized	N	'well-characterized epitope'	1					
6816	whitbeck	N	'whitbeck et al 1988'	1					
6817	wnv	N	'wnv proteome scan negatives'	1					
6818	scan	N	'wnv proteome scan negatives'	1					
6819	negatives	N	'wnv proteome scan negatives'	1					
6820	proteome	N	'wnv proteome scan negatives'	1					
6821	xxxxxxxxxxxxxxxxxxxxxxxx	N	'xxxxxxxxxxxxxxxxxxxxxxxx'	1					
