index	invalid_word	pdb_plausible?	context	occurrences	replace_with	remove	invalidate	allow
207	set	N	'data set s1 and s11', 'data set s1 and s11 and figures 1 and 2', 'data set s1 and s11 and figures 1, 2, 3, and 4', 'figure 3, data set 3d', 'figure 5, table s7, data set s2', 'figure s4 and data set 13', 'figures 3, 5, data set 3b', 'figures 3, 6, s4, data set 3c', 'figures 6, s4, data set 6a', 'figures 6, s4, data set 6c'	13				
208	datas3	N	'datas3'	1				
209	datas6	N	'datas6'	1				
210	dataset	N	'dataset 1', 'dataset 8', 'dataset ev1', 'dataset s01', 'dataset s02', 'dataset s03', 'dataset s1', 'dataset s1, figure 4', 'dataset s1, figures 2, s1', 'dataset s1, figures 3, 4, s2', 'dataset s1, figures s1', 'dataset s1, s2', 'dataset s1, s2 and figures 1, s1', 'dataset s3', 'dataset s3, s4', 'dataset s4'	53				
211	s01	N	'dataset s01'	1				
212	s02	N	'dataset s02'	1				
213	s03	N	'dataset s03'	1				
214	datasets1	N	'datasets1'	1				
215	datasets2	N	'datasets2'	1				
216	davignon	N	'davignon et al., j virol (1996). 70:4'	1				
217	amino	N	'deduced from amino acid locations in abstract'	1				
218	locations	N	'deduced from amino acid locations in abstract'	1				
219	acid	N	'deduced from amino acid locations in abstract'	1				
220	deduced	N	'deduced from amino acid locations in abstract', 'deduced from cited accession', 'deduced from table s2'	3				
221	del	N	'del portillo et al (1987)', 'del portillo et al (1991)'	2				
222	portillo	N	'del portillo et al (1987)', 'del portillo et al (1991)'	2				
223	demotz	N	'demotz et al (1989)'	1				
224	derived	N	'derived from author provided identifier', 'derived from author-provided identifier', 'derived from figure 11 information', 'derived from protein id'	4				
226	design	N	'design and methods', 'rearch design and methods', 'research design and methods', 'study design'	4				
227	virology	N	'deubel et al, 1986 virology 155, 365-377', 'lambert et al., j. virology, 1990', 'pushko et al, 1994, virology 202:912', 'richardson et al. (1986) virology 155:508', 'stemler et al. 1990 journal of virology 64, 2802-2809'	5				
228	deubel	N	'deubel et al, 1986 virology 155, 365-377'	1				
229	diagnostics	N	'diagnostics and clinical studies text page 927'	1				
230	direct	N	'direct communication', 'direct communication with author', 'provided by direct communication with author'	3				
231	with	N	'direct communication with author', 'provided by direct communication with author'	2				
232	documented	N	'documented reference'	1				
233	dolan	N	'dolan et al. (1998) j virol 72:2010, figure 3', 'dolan et al. (1998) j virol 72:2010, figure 4'	2				
234	dvhdgkvvstheq	N	'dvhdgkvvstheq'	1				
236	electronic	N	'electronic supplementary material', 'table 1 and electronic supplementary material figure s1.'	2				
237	ems	N	'ems fig. 1', 'ems figure. 1'	1				
238	sars	N	'epitope of fab r3p1-e4 on sars-cov2 rbd'	1				
239	r3p1	N	'epitope of fab r3p1-e4 on sars-cov2 rbd'	1				
240	on	N	'epitope of fab r3p1-e4 on sars-cov2 rbd', 'epitope of scfv p12 on hcmv gb', 'epitope of scfv q5 on hcmv gb', 'footnote 3 on p 13225', 'identifier on page 236', 'on line methods', 'positions provided in figure 2 on author provided accession', 'positions provided in figure 3 on author provided accession'	15				
241	cov2	N	'epitope of fab r3p1-e4 on sars-cov2 rbd'	1				
242	epitope	N	'epitope of fab r3p1-e4 on sars-cov2 rbd', 'epitope of scfv p12 on hcmv gb', 'epitope of scfv q5 on hcmv gb', 'hpv l2 epitope', 'standard referenced epitope', 'tnf-a b cell epitope', 'well-characterized epitope'	7				
243	e4	N	'epitope of fab r3p1-e4 on sars-cov2 rbd', 'figure 2 and e4', 'figure 5 and e4', 'figure e4', 'figure e4 and e7', 'figures 3 and e4', 'figures 3, e2, table e4', 'figures 4 and 5, tables e2, e4', 'figures 4 and e4', 'figures 4, e3, and e4', 'figures 7, e4 and e5', 'figures e2, e3, e4', 'figures e3, e4'	17				
244	rbd	N	'epitope of fab r3p1-e4 on sars-cov2 rbd'	1				
245	fab	N	'epitope of fab r3p1-e4 on sars-cov2 rbd'	1				
246	of	N	'epitope of fab r3p1-e4 on sars-cov2 rbd', 'epitope of scfv p12 on hcmv gb', 'epitope of scfv q5 on hcmv gb', 'legand of table i', 'legend of figure 1', 'legend of table 2', 'legend of table i', 'natural ligands of b27 figure', 'results text page 3 of 12', 'stemler et al. 1990 journal of virology 64, 2802-2809'	10				
247	gb	N	'epitope of scfv p12 on hcmv gb', 'epitope of scfv q5 on hcmv gb'	2				
248	scfv	N	'epitope of scfv p12 on hcmv gb', 'epitope of scfv q5 on hcmv gb'	2				
249	p12	N	'epitope of scfv p12 on hcmv gb', 'text p12'	2				
250	hcmv	N	'epitope of scfv p12 on hcmv gb', 'epitope of scfv q5 on hcmv gb'	2				
251	q5	N	'epitope of scfv q5 on hcmv gb'	1				
252	esm	N	'esm table 1', 'figure 1, esm table 1', 'figure 2 and esm table 3', 'figure 2, 6 and esm table 3', 'figure 2, esm figure 1', 'figure 2, esm figure 2', 'figure 3 and esm figure 2', 'figure 4 and esm table 4', 'figure 4 and esm table 5', 'figures 4 and 5 and table 3, and esm table 5, and esm figure 2'	16				
253	estrada	N	'estrada et at 1992'	1				
254	at	N	'estrada et at 1992', 'nisbet at al 1981 pmid: 7016535'	2				
255	etable	N	'etable 4', 'figure 5, etable 4'	2				
256	experimantal	N	'experimantal procedures'	1				
257	part	N	'experimental part', 'figure 2 and experimental part 4.2.2', 'figure 2 and experimental part 4.2.3', 'figure 2 and experimental part 4.2.4', 'figure 2 and experimental part 4.2.5', 'figure 6 and experimental part'	6				
258	procedure	N	'experimental procedure'	1				
259	3aqi9	N	'experimental procedures and pdb 3aqi9'	1				
260	4xc1	Y	'experimental procedures and pdb 4xc1 and 4xc3', 'table s2, figures 1, s2 and pdb 4xc1', 'table s2, figure 1, s2 and pdb 4xc1'	2				
261	4xc3	Y	'experimental procedures and pdb 4xc1 and 4xc3', 'table s2, figure s2 and pdb 4xc3'	2				
262	referenced	N	'experimental procedures and standard referenced sequence', 'standard referenced epitope', 'standard referenced sequence, materials and methods', 'standard referenced sequence.', 'standard referenced structure'	6				
263	standard	N	'experimental procedures and standard referenced sequence', 'standard reference sequence', 'standard referenced epitope', 'standard referenced sequence, materials and methods', 'standard referenced sequence.', 'standard referenced structure', 'standard sequence'	9				
264	section	N	'experimental section', 'experimental section and pdb 6mj6', 'figure 3, table 2, results section 2.2', 'figure 5, results page 41 section 3.7,', 'material and methods section 2.4', 'methods section 2.7', 'methods section 3.1', 'page 631 section 3.4', 'patients and methods section', 'results page 41 section 3.7, figure 6'	24				
265	6mj6	Y	'experimental section and pdb 6mj6', 'figures 7, 8, supporting information-data collection and refinement statistics and pdb 6mj6', 'figure 7, 8, supporting information-data collection and refinement statistics and pdb 6mj6'	2				
267	system	N	'experimental system and table vi', 'experimental system and table 6'	1				
268	experimentals	N	'experimentals'	1				
269	experrimental	N	'experrimental procedures'	1				
270	extanded	N	'extanded table 1', 'extanded table 2', 'extanded table 3', 'extanded table 5', 'figure 1, extended data figure 1, and extanded table 1', 'figure 1, extended data figures 1, 2, and extanded table 1', 'figure 1, extended data figure 1, 2, and extanded table 1'	6				
272	4b	N	'extended data fig. 4b', 'fig 4b', 'fig.2, fig.3b, table 2, fig.4b', 'fig.4a,4b', 'figure 1, 2, 3b and 4b', 'figure 1a and 4b', 'figure 1a, 4b and 5', 'figure 1b, 1c, 1d, 2, 4a, 4b, s2a, s2c, s2d', 'figure 1b, 1d, 2, 4b, s2a, s2c, s2d', 'figure 1b, 2, 4b, s2c, s2d', 'figure 1b, 2, 4b, s2c, s2d, s3b'	184				
273	5b	N	'extended data fig. 5b and extended data tables 1, 2 and pdb 4y7m', 'fig. 4, fig. 5b', 'figure 1c figure 1e, 3 and supplementary figure 2, 3b, 5b', 'figure 1c figure 1e, 3, 4 and supplementary figure 2, 3b, 5b', 'figure 2, supplemental figure 5b', 'figure 2a, 5b', 'figure 2b, 4b, 4c, 5b, table 2, s1'	129				
274	4y7m	Y	'extended data fig. 5b and extended data tables 1, 2 and pdb 4y7m', 'extended data table 2 and pdb 4y7m', 'extended data figure. 5b and extended data tables 1, 2 and pdb 4y7m'	2				
275	4cad	Y	'extended data figure 1, extended data table 1 and pdb 4cad'	2				
276	4tnv	Y	'extended data figure 1, extended data table 1 and pdb 4tnv', 'pdb 4tnw and 4tnv'	2				
277	4tnw	Y	'extended data figure 1, extended data table 1 and pdb 4tnw', 'pdb 4tnw and 4tnv'	2				
278	7xw5	Y	'extended data figure 1, extended data table 1 and pdb 7xw5', 'pdb 7xw5 and 7xw6'	2				
279	7uny	Y	'extended data figure 10 and pdb 7uny', 'figure 6, extended data figure 10, tables s4 and s5, and pdb 7uny'	2				
280	d	N	'extended data figure 1a, d', 'fig. 5a,b,d', 'figure 1 a-d, tables 1 and 2', 'figure 1 and supplementary figure d', 'figure 1 and supplementary figures d and g', 'figure 1 b, d', 'figure 1(d)', 'figure 1, extended data figures 1- 7, tables 1, 2, table si, histogram d and pdb 4ut9', 'figure 1.d.', 'figure 1a,c, 2a,c, 3c,d, 4, 5'	195				
281	5i6x	Y	'extended data figure 2, extended data table 1 and pdb 5i6x', 'pdb 5i6x, 5i6z, 5i73, 5i74, 5i75'	2				
282	5i6z	Y	'extended data figure 2, extended data table 1 and pdb 5i6z', 'pdb 5i6x, 5i6z, 5i73, 5i74, 5i75'	2				
283	5i73	Y	'extended data figure 2, extended data table 1 and pdb 5i73', 'pdb 5i6x, 5i6z, 5i73, 5i74, 5i75'	2				
284	6c5w	Y	'extended data figure 2, extended data table 1 and pdb 6c5w'	2				
285	6os9	Y	'extended data figure 2, extended data table 1 and pdb 6os9'	2				
286	5i74	Y	'extended data figure 2, extended data table 2 and pdb 5i74', 'pdb 5i6x, 5i6z, 5i73, 5i74, 5i75'	2				
287	5i75	Y	'extended data figure 2, extended data table 2 and pdb 5i75', 'pdb 5i6x, 5i6z, 5i73, 5i74, 5i75'	2				
288	6x3s	Y	'extended data figure 3, exteneded data table 1 and pdb 6x3s', 'pdb 6x3s, 6x3t, 6x3u, 6x3v, 6x3w, 6x3x, 6x3z, 6x40'	2				
289	exteneded	N	'extended data figure 3, exteneded data table 1 and pdb 6x3s', 'extended data figure 3, exteneded data table 1 and pdb 6x3t', 'extended data figure 3, exteneded data table 1 and pdb 6x3v', 'extended data figure 3, exteneded data table 1 and pdb 6x3w', 'extended data figure 3, exteneded data table 2 and pdb 6x3x'	8				
290	6x3t	Y	'extended data figure 3, exteneded data table 1 and pdb 6x3t', 'pdb 6x3s, 6x3t, 6x3u, 6x3v, 6x3w, 6x3x, 6x3z, 6x40'	2				
291	6x3v	Y	'extended data figure 3, exteneded data table 1 and pdb 6x3v', 'pdb 6x3s, 6x3t, 6x3u, 6x3v, 6x3w, 6x3x, 6x3z, 6x40'	2				
292	6x3w	Y	'extended data figure 3, exteneded data table 1 and pdb 6x3w', 'pdb 6x3s, 6x3t, 6x3u, 6x3v, 6x3w, 6x3x, 6x3z, 6x40'	2				
293	6x3x	Y	'extended data figure 3, exteneded data table 2 and pdb 6x3x', 'pdb 6x3s, 6x3t, 6x3u, 6x3v, 6x3w, 6x3x, 6x3z, 6x40'	2				
294	6x3z	Y	'extended data figure 3, exteneded data table 2 and pdb 6x3z', 'pdb 6x3s, 6x3t, 6x3u, 6x3v, 6x3w, 6x3x, 6x3z, 6x40'	2				
295	6x40	Y	'extended data figure 3, exteneded data table 2 and pdb 6x40', 'pdb 6x3s, 6x3t, 6x3u, 6x3v, 6x3w, 6x3x, 6x3z, 6x40'	2				
296	7rrg	Y	'extended data figure 3, supplementary figure 7, supplementary table 2 and pbd 7rrg', 'extended data figures 3, 5, supplementary figure 7, supplementary table 2 and pdb 7rrg', 'extended data figure 3, 5, supplementary figure 7, supplementary table 2 and pdb 7rrg'	2				
297	pbd	N	'extended data figure 3, supplementary figure 7, supplementary table 2 and pbd 7rrg', 'figure 1, supplementary tables 1, 2, 3 and pbd 7yxu', 'figure 3, supplementary figure 7, supplementary table 2 and pbd 7l1b', 'figure 3, supplementary figure 7, supplementary table 2 and pbd 7l1c', 'figure 4, supplementary figure 7, supplementary table 2 and pbd 7l1d'	14				
298	4nqd	Y	'extended data figure 4, extended data table 1 and pdb 4nqd'	1				
299	6qpg	Y	'extended data figure 4, extended data table 1 and pdb 6qpg'	2				
300	5d	N	'extended data figure 5d', 'figure 1b, 3, 5d, 6d', 'figure 1d, suppl figure 5d', 'figure 2, 3, 5d', 'figure 4 and 5d', 'figure 4c and 5d', 'figure 5a, 5b and 5d', 'figure 5c, 5d, 5e', 'figure 5d and s1f', 'figure 5d and s4', 'figure 5d, 6d', 'figure 5d, 6d and s3 fig', 'figure 5d, 6d, 7c', 'figure 5d, e, f'	47				
301	7k8v	Y	'extended data figure 6, supplementary table 2, extended data table 1 and pdb 7k8v'	2				
302	7wsi	Y	'extended data figure 7, extended data table 1 and pdb 7wsi', 'pdb 7vad, 7vag and 7wsi'	2				
303	6rnk	Y	'extended data figure 8, extended data table 1 and pdb 6rnk'	1				
304	8c	N	'extended data figure 8c', 'fig 8c', 'fig 8c and 6', 'figure 1c, 2a,b,c, 3, 5, 6b, , 7, 8c,d, text 41', 'figure 1d and 8c', 'figure 2, tables s8a, 8b, 8c, 8d and pdb 3se8', 'figure 8c and table i', 'figure 8c and d', 'figure 8c, d', 'figures 1, 3, 5 and 8c', 'figures 2b and 8c', 'figures 2b, 8b, 8c and table i'	24				
305	7k8m	Y	'extended data figures 1 , 2, supplementary table 1 and pdb 7k8m'	2				
306	6u1n	Y	'extended data figures 1, 2, extended data table 1 and pdb 6u1n'	2				
307	6ukj	Y	'extended data figures 2, 3, 6, extended data table 1 and pdb 6ukj', 'extended data figure 2, 3, 6, extended data table 1 and pdb 6ukj'	2				
308	6x3u	Y	'extended data figures 2, 3, exteneded data table 2 and pdb 6x3u', 'pdb 6x3s, 6x3t, 6x3u, 6x3v, 6x3w, 6x3x, 6x3z, 6x40', 'extended data figure 2, 3, exteneded data table 2 and pdb 6x3u'	2				
309	6dde	Y	'extended data figures 2, 3, supplemental figure 3, extended data table 1 and pdb 6dde', 'extended data figure 2, 3, supplemental figure 3, extended data table 1 and pdb 6dde'	2				
310	7k8u	Y	'extended data figures 4, 5, supplementary table 2, extended data table 1 and pdb 7k8u', 'extended data figure 4, 5, supplementary table 2, extended data table 1 and pdb 7k8u'	2				
311	7k8w	Y	'extended data figures 4, 5, supplementary table 2, extended data table 1 and pdb 7k8w', 'extended data figure 4, 5, supplementary table 2, extended data table 1 and pdb 7k8w'	2				
312	6zdg	Y	'extended data figures 6, 7, 8, supplementary figure 1, table 2 and pdb 6zdg', 'extended data figure 6, 7, 8, supplementary figure 1, table 2 and pdb 6zdg'	1				
313	6zfo	Y	'extended data figures 6, 7, 8, supplementary figure 1, table 2 and pdb 6zfo', 'extended data figure 6, 7, 8, supplementary figure 1, table 2 and pdb 6zfo'	1				
314	5b3j	Y	'extended data table 1, extended data figure 2 and pdb 5b3j'	2				
315	4mqt	Y	'extended data table 1, extended data figure 5, 6 and pdb 4mqt', 'pdb 4mqs and 4mqt'	2				
316	6dzw	Y	'extended data table 1, extended data figures 1, 2 and pdb 6dzw', 'pdb 6dzw and 6dzy', 'pdb 6dzw, 6dzy, 6dzv and 6dzz', 'extended data table 1, extended data figure 1, 2 and pdb 6dzw'	3				
317	4u0r	Y	'extended data table 2 and pdb 4u0r', 'figure 3, extended data figures 1, 4, 8, extended data tables 1, 2 and pdb 4u0r', 'figure 3, extended data figure 1, 4, 8, extended data table 1, 2 and pdb 4u0r'	2				
318	4u1g	Y	'extended data table 2 and pdb 4u1g', 'figure 3, extended data figures 1, 4, 8, extended data tables 1, 2 and pdb 4u1g', 'figure 3, extended data figures 1, 4, 8, extended data table 1, 2 and pdb 4u1g', 'figure 3, extended data figure 1, 4, 8, extended data table 1, 2 and pdb 4u1g'	2				
319	4ybq	Y	'extended figure 3, extended table 1 and pdb 4ybq'	2				
320	fake	N	'fake'	1				
321	4a	N	'fgiure 4a', 'fig 4a', 'fig. 4a', 'fig.4a,4b', 'figure 1, 2, 3a and 4a', 'figure 1, 4a and table iii', 'figure 1b and 4a', 'figure 1b, 1c, 1d, 2, 4a, 4b, s2a, s2c, s2d', 'figure 1b, 1c, 4a, s2', 'figure 1b, 4a and 5', 'figure 1f and extended data figs. 2e, 4a', 'figure 2,3,4a,b and s1-s4', 'figure 2a, 2f, 3a, 4a'	182				
322	fgiure	N	'fgiure 4a', 'fgiure 9'	2				
323	fgiures	N	'fgiures 1, 2, 3a and table 2', 'fgiures 1, 2, 3a, and table 2', 'fgiures 1, 2, and 3a'	3				
324	3a	N	'fgiures 1, 2, 3a and table 2', 'fgiures 1, 2, 3a, and table 2', 'fgiures 1, 2, and 3a', 'fig 3a', 'fig. 3a-c', 'fig.3a, 3b', 'figrues 2a and 3a', 'figure 3a', 'figure 1, 2, 3a and 4a', 'figure 1, 2, 3a, 4 and 5', 'figure 1,2,3a', 'figure 1a, 3a', 'figure 1a, e, f, g, h, j, k, s1, s4, s5, 2ab, 3a', 'figure 1a,b and 3a,b'	263				
325	fgure	N	'fgure 1', 'fgure 3', 'fgure 4', 'table s1 and fgure s31', 'table s1 and fgure s36', 'table s1 and fgure s39', 'table s1 and fgure s40'	7				
326	record	N	'fig 1 and genbank record', 'figure 2 and swiss-prot record', 'figure 5 and genbank record', 'figure 5 and swiss-prot record', 'table 1 and genbank record', 'table 2, and cited genbank record', 'table 3 and genbank record', 'figure 1 and genbank record'	7				
327	m	N	'fig 1, m and m', 'figure s4-m, table s2', 'figure s6l, m, n', 'figures 1g,h,m, 4, and 5', 'm 1', 'm 101', 'm 106', 'm 11', 'm 111', 'm 116', 'm 121', 'm 126', 'm 131', 'm 136', 'm 141', 'm 146', 'm 151', 'm 156', 'm 16', 'm 161', 'm 166', 'm 171', 'm 176', 'm 181', 'm 186', 'm 191', 'm 196', 'm 201'	49				
